City,County,Name,Phone,Street1,full_address,latitude,longitude
NORTH LITTLE ROCK,Pulaski,JCCSI-NORTH LITTLE ROCK COMMUNITY HEALTH CENTER,501-812-0225,"2525 WILLOW STREET, STE 1","2525 WILLOW STREET, STE 1, NORTH LITTLE ROCK, Pulaski, AR",34.778447,-92.272104
REDFIELD,Jefferson,JCCSI-REDFIELD CENTER,501-397-2261,823 RIVER ROAD,"823 RIVER ROAD, REDFIELD, Jefferson, AR",34.458487,-92.174483
COLLEGE STATION,Pulaski,JCCSI-COLLEGE STATION,501-490-2440,4206 FRAZIER PIKE,"4206 FRAZIER PIKE, COLLEGE STATION, Pulaski, AR",34.70792543877551,-92.22800326530611
LITLE ROCK,Jefferson,JCCSI-OPEN CENTER,501-244-2121,3000 SPRINGER BLVD. STE. B,"3000 SPRINGER BLVD. STE. B, LITLE ROCK, Jefferson, AR",34.719599,-92.259424
ALTHEIMER,Jefferson,JCCSI-ALTHEIMER CENTER,870-766-8411,309 SOUTH EDLINE STREET,"309 SOUTH EDLINE STREET, ALTHEIMER, Jefferson, AR",34.314934,-91.842509
Pine Bluff,Jefferson,JCCSI-PINE BLUFF,870-543-2380,1101 South Tennessee,"1101 South Tennessee, Pine Bluff, Jefferson, AR",34.218152,-91.998201
Batesville,Independence,"E.J. Jones, MD",870-793-4300,255 Virginia Dr,"255 Virginia Dr, Batesville, Independence, AR",35.76739366476076,-91.6328286908712
Clinton,Van Buren,Ozark Health,501-745-9502,2500 Highway 65 South,"2500 Highway 65 South, Clinton, Van Buren, AR",35.559571,-92.452339
Nashvile,Howard,Power Pharmacy,870-845-1413,1310 South 4th Street,"1310 South 4th Street, Nashvile, Howard, AR",33.931481,-93.851441
Stuttgart,Arkansas,Baptist Health Medical Center - Stuttgart,870-674-6365,1703 North Buerkle Rd,"1703 North Buerkle Rd, Stuttgart, Arkansas, AR",34.517641,-91.559328
Fayetteville,Washington,HER HEALTH BY WASHINGTON REG/FAYETTEVILLE,479-463-1000,3215 N Northhills Blvd,"3215 N Northhills Blvd, Fayetteville, Washington, AR",36.1102363,-94.1597641
Springdale,Washington,Shiloh Clinic,479-419-9902,513 N Shiloh St,"513 N Shiloh St, Springdale, Washington, AR",36.188776,-94.13345213339048
Springdale,Washington,East Springdale Family Clinic,479-463-4887,1607 S old Missouri Rd,"1607 S old Missouri Rd, Springdale, Washington, AR",36.1697224,-94.1184613694206
Harrison,Boone,Harrison Family Practice Clinic,870-741-8247,715 W Sherman,"715 W Sherman, Harrison, Boone, AR",36.24113871428571,-93.1151047142857
Eureka Springs,Carroll,Eureka Springs Family Clinic,479-253-9746,146 Passion Ply Rd,"146 Passion Ply Rd, Eureka Springs, Carroll, AR",35.284774,-93.743297
Farmington,Washington,Farmington Family Clinic,479-463-1001,199 E Main St,"199 E Main St, Farmington, Washington, AR",36.0434451,-94.23184682754808
301,Washington,Fayetteville Family Clinic,479-404-1200,3 East Appleby Road,"3 East Appleby Road, 301, Washington, AR",36.10505781632653,-94.1536707755102
Fayetteville,Washington,Clinic for Senior Health,479-463-4444,12 East Applyby Road,"12 East Applyby Road, Fayetteville, Washington, AR",36.108578,-94.156566
Lincoln,Washington,West Washington County Clinic,479-824-3196,106 E. Park St,"106 E. Park St, Lincoln, Washington, AR",35.9486792,-94.423789
Fayetteville,Washington,Washington Regional Internal Medicine Associates,479-463-3070,688 Milsap Road,"688 Milsap Road, Fayetteville, Washington, AR",36.1153,-94.147908
Hot Springs,Garland,"Central Arkansas Rehabilitation Associates, L.P.",501-651-2000,1636 Higdon Ferry Rd,"1636 Higdon Ferry Rd, Hot Springs, Garland, AR",34.46424,-93.0749
West Memphis,Crittenden,"Alliance Senior Health, PLLC",870-733-3867,304 S. Rhodes St.,"304 S. Rhodes St., West Memphis, Crittenden, AR",35.1440254,-90.1876523
North Little Rock,Pulaski,Sams Club 10-8266,501-955-9451,5600 Landers Rd,"5600 Landers Rd, North Little Rock, Pulaski, AR",34.8055512,-92.2070433
Fort Smith,Sebastian,Sams Club 10-8134,479-484-8008,7700 Rogers Ave,"7700 Rogers Ave, Fort Smith, Sebastian, AR",35.34909755,-94.34808165538584
Little Rock,Pulaski,Sams Club 10-8104,501-219-0283,900 S Bowman Rd,"900 S Bowman Rd, Little Rock, Pulaski, AR",34.729452343164404,-92.40896838409796
Greenbrier,Faulkner,Walmart 10-7317,501-287-6003,75 S Broadview,"75 S Broadview, Greenbrier, Faulkner, AR",35.23085239228725,-92.38802090165984
Cabot,Lonoke,Walmart 10-6975,501-725-3639,1203 S Pine St,"1203 S Pine St, Cabot, Lonoke, AR",34.9532558,-92.00703355419093
Pea Ridge,Benton,Walmart 10-6971,479-451-9008,240 Slack Street,"240 Slack Street, Pea Ridge, Benton, AR",36.44328585,-94.1191730774797
Siloam Springs,Benton,Walmart 10-6960,479-549-9065,935 S Holly St,"935 S Holly St, Siloam Springs, Benton, AR",36.1753809,-94.55752691509386
Jonesboro,Craighead,Walmart 10-6943,870-203-7010,2811 Creek Dr,"2811 Creek Dr, Jonesboro, Craighead, AR",35.82559635,-90.67141898634354
Jonesboro,Craighead,Walmart 10-6876,870-203-7087,3319 Harrisburg Rd,"3319 Harrisburg Rd, Jonesboro, Craighead, AR",35.80289025,-90.69882715871556
Jonesboro,Craighead,Sams Club 10-6377,870-203-7055,2405 South Caraway Road,"2405 South Caraway Road, Jonesboro, Craighead, AR",35.815604699999994,-90.6811261704541
Rogers,Benton,Walmart 10-5837,479-254-6806,5000 Pauline Whitaker Pkwy,"5000 Pauline Whitaker Pkwy, Rogers, Benton, AR",36.297286,-94.185439
Rogers,Benton,Walmart 10-5822,479-636-4101,2708 Rife Medical Ln,"2708 Rife Medical Ln, Rogers, Benton, AR",36.3100692,-94.1828676
Hot Springs,Garland,Walmart 10-5790,501-262-7519,1544 Malvern Ave,"1544 Malvern Ave, Hot Springs, Garland, AR",34.4944,-93.0402
Hot Springs,Garland,Walmart 10-5789,501-262-7508,1640 Airport Road,"1640 Airport Road, Hot Springs, Garland, AR",34.468587,-93.141385
Springdale,Washington,Walmart 10-5738,479-750-2903,3553 E Robinson Ave,"3553 E Robinson Ave, Springdale, Washington, AR",36.164131100000006,-94.09173625843816
Fayetteville,Washington,Walmart 10-5737,479-442-2276,3475 W Black Forest Dr,"3475 W Black Forest Dr, Fayetteville, Washington, AR",36.0762659,-94.2101447567808
Little Rock,Pulaski,Walmart 10-5706,501-859-8710,700 Bowman Rd,"700 Bowman Rd, Little Rock, Pulaski, AR",34.737725732647874,-92.406771170759
Rogers,Benton,Walmart 10-5260,479-621-0629,4208 Pleasant Crossing Blvd,"4208 Pleasant Crossing Blvd, Rogers, Benton, AR",36.2789092,-94.15124814643256
Little Rock,Pulaski,Walmart 10-5244,501-868-9854,19301 Cantrell Rd,"19301 Cantrell Rd, Little Rock, Pulaski, AR",34.809586100000004,-92.48603701581852
Bentonville,Benton,Sams Club 10-4969,479-621-0283,3500 SE Club Blvd,"3500 SE Club Blvd, Bentonville, Benton, AR",36.352263,-94.171741
Springdale,Washington,Sams Club 10-4808,479-365-8134,1517 Gene George Blvd,"1517 Gene George Blvd, Springdale, Washington, AR",36.1725817,-94.19124098798731
Conway,Faulkner,Sams Club 10-4749,501-205-7460,1250 S Amity Rd,"1250 S Amity Rd, Conway, Faulkner, AR",35.0625611,-92.41569064433511
Bentonville,Benton,Walmart 10-4686,479-268-7015,906 SW Airport Blvd,"906 SW Airport Blvd, Bentonville, Benton, AR",36.337252,-94.223909
Marion,Crittenden,Walmart 10-4654,870-394-7305,2100 Highway 77,"2100 Highway 77, Marion, Crittenden, AR",35.19808725,-90.182558537543
Fort Smith,Sebastian,Walmart 10-4579,479-289-6898,8600 US Hwy 71 S,"8600 US Hwy 71 S, Fort Smith, Sebastian, AR",35.303424449999994,-94.3947328645977
Fayetteville,Washington,Walmart 10-4516,479-435-2008,660 W Martin Luther King Blvd,"660 W Martin Luther King Blvd, Fayetteville, Washington, AR",36.05752855,-94.1685491658994
Bentonville,Benton,Walmart 10-4376,479-268-9830,1400 N Walton Blvd,"1400 N Walton Blvd, Bentonville, Benton, AR",36.3891104,-94.2193802
Beebe,White,Walmart 10-4168,501-882-1516,2003 W Center St,"2003 W Center St, Beebe, White, AR",35.06560905,-91.90532612102044
Russelville,Pope,Walmart 10-4128,479-498-9540,2109 W Main St,"2109 W Main St, Russelville, Pope, AR",35.282604,-93.153615
Springdale,Washington,Walmart 10-4108,479-306-7027,4870 Elm Springs Rd,"4870 Elm Springs Rd, Springdale, Washington, AR",36.1961372,-94.18397549010562
Rogers,Benton,Walmart 10-3479,479-633-0802,1819 S 8th St,"1819 S 8th St, Rogers, Benton, AR",36.31324485,-94.12423134396276
Pine Bluff,Jefferson,Walmart 10-3331,870-879-1420,5501 S Olive St,"5501 S Olive St, Pine Bluff, Jefferson, AR",34.17399055,-92.00315477995244
Greenwood,Sebastian,Walmart 10-3231,479-996-8533,551 Liberty Dr,"551 Liberty Dr, Greenwood, Sebastian, AR",35.2207115,-94.29662047536456
Conway,Faulkner,Walmart 10-3168,501-205-7265,2550 Prince St,"2550 Prince St, Conway, Faulkner, AR",35.0944854,-92.4631765
Bentonville,Benton,Walmart 10-3164,479-268-9243,205 N Main St,"205 N Main St, Bentonville, Benton, AR",36.37369435,-94.209187841212
Fayetteville,Washington,Walmart 10-2997,479-443-1658,616 N Garland Ave Ste 363,"616 N Garland Ave Ste 363, Fayetteville, Washington, AR",36.072062,-94.175198
Fayetteville,Washington,Walmart 10-2745,479-571-6673,2690 E Citizens Dr,"2690 E Citizens Dr, Fayetteville, Washington, AR",36.089397,-94.122892
Fort Smith,Sebastian,Walmart 10-2744,479-484-9125,4900 Rogers Ave Ste 101J,"4900 Rogers Ave Ste 101J, Fort Smith, Sebastian, AR",35.364987,-94.378437
Sherwood,Pulaski,Walmart 10-2743,501-833-3116,8801 Highway 107,"8801 Highway 107, Sherwood, Pulaski, AR",34.835388,-92.233017
Springdale,Washington,Walmart 10-2742,479-750-7856,1375 Market Square Dr,"1375 Market Square Dr, Springdale, Washington, AR",36.17334645,-94.16254290761565
Bentonville,Benton,Walmart 10-2686,479-418-0229,1703 E Central Ave,"1703 E Central Ave, Bentonville, Benton, AR",36.3722409,-94.18901754824763
Cabot,Lonoke,Walmart 10-2587,501-941-5300,304 S Rockwood Dr,"304 S Rockwood Dr, Cabot, Lonoke, AR",34.976507,-92.040706
Conway,Faulkner,Walmart 10-2575,501-328-5000,3900 Dave Ward Dr,"3900 Dave Ward Dr, Conway, Faulkner, AR",35.0728987,-92.49522596382133
Bentonville,Benton,Walmart 10-2203,479-273-4941,702 SW 8th St,"702 SW 8th St, Bentonville, Benton, AR",36.36435287755102,-94.21672157142856
Flippin,Marion,Walmart 10-1147,870-453-8831,168 Walmart Dr,"168 Walmart Dr, Flippin, Marion, AR",36.2752631,-92.60456542358034
Mountain View,Stone,Walmart 10-1114,870-269-4295,409 Sylamore Ave,"409 Sylamore Ave, Mountain View, Stone, AR",35.8672002,-92.10184963014711
Hope,Hempstead,Walmart 10-1065,870-777-1600,2400 N Hervey St,"2400 N Hervey St, Hope, Hempstead, AR",33.6807323,-93.61473283698469
Clinton,Van Buren,Walmart 10-0788,501-745-2888,1966 Highway 65 S,"1966 Highway 65 S, Clinton, Van Buren, AR",35.566853,-92.454441
West Helena,Phillips,Walmart 10-0714,870-572-6741,602 Shelia Dr,"602 Shelia Dr, West Helena, Phillips, AR",34.55516,-90.6529
Texarkana,Miller,Walmart 10-0468,870-772-7872,133 Arkansas Blvd,"133 Arkansas Blvd, Texarkana, Miller, AR",33.4621617,-94.0398851925036
Huntsville,Madison,Walmart 10-0373,479-738-1270,157 Gary Hatfield Way,"157 Gary Hatfield Way, Huntsville, Madison, AR",36.112693,-93.715804
Fort Smith,Sebastian,Walmart 10-0388,479-782-0606,2100 N 62nd St,"2100 N 62nd St, Fort Smith, Sebastian, AR",35.399794,-94.36301146879272
Fayetteville,Washington,Walmart 10-0359,479-443-9267,3919 N Mall Ave,"3919 N Mall Ave, Fayetteville, Washington, AR",36.1226105,-94.15277123993164
Alma,Crawford,Walmart 10-0358,479-632-4330,367 Cherry St,"367 Cherry St, Alma, Crawford, AR",35.039445,-90.339547
Monticello,Drew,Walmart 10-0348,870-367-3559,427 Highway 425 N,"427 Highway 425 N, Monticello, Drew, AR",33.63588,-91.80475
Fordyce,Dallas,Walmart 10-0339,870-352-8034,1123 Highway 79 167 Byp,"1123 Highway 79 167 Byp, Fordyce, Dallas, AR",33.820661,-92.435574
Sheridan,Grant,Walmart 10-0336,870-942-5045,1308 S Rock St,"1308 S Rock St, Sheridan, Grant, AR",34.291307200000006,-92.39709359096356
North Little Rock,Pulaski,Walmart 10-1105,501-945-9400,4450 E Mccain Blvd,"4450 E Mccain Blvd, North Little Rock, Pulaski, AR",34.7865539,-92.21468467246832
Arkedelphia,Clark,Walmart 10-0318,870-246-5410,109 Malone Dr,"109 Malone Dr, Arkedelphia, Clark, AR",34.119797,-93.096488
Dardanelle,Yell,Walmart 10-0296,479-229-2157,1172 Old Highway 7 S,"1172 Old Highway 7 S, Dardanelle, Yell, AR",35.206698,-93.154631
McGehee,Desha,Walmart 10-0289,870-222-6233,1001 Highway 65 S,"1001 Highway 65 S, McGehee, Desha, AR",33.602762,-91.382475
Heber Springs,Cleburne,Walmart 10-0281,501-362-5837,1500 Highway 25B,"1500 Highway 25B, Heber Springs, Cleburne, AR",35.5071042,-92.03224787986056
Searcy,White,Walmart 10-2431,501-203-2013,1330 W Beebe Capps Expy,"1330 W Beebe Capps Expy, Searcy, White, AR",35.2457816,-91.75030240439573
De Queen,Sevier,Walmart 10-0279,870-642-6921,926 E Collin Raye Dr,"926 E Collin Raye Dr, De Queen, Sevier, AR",34.043471,-94.319058
Hot Springs,Garland,Walmart 10-0261,501-623-7689,4109 Central Ave,"4109 Central Ave, Hot Springs, Garland, AR",34.454450332623104,-93.06487018666216
Paris,Logan,Walmart 10-0230,479-963-2189,1501 E Walnut St,"1501 E Walnut St, Paris, Logan, AR",35.293369,-93.716195
Trumann,Poinsett,Walmart 10-0229,870-483-6157,512 Industrial Park Dr,"512 Industrial Park Dr, Trumann, Poinsett, AR",35.68942888590604,-90.52604608724832
Bentonville,Benton,Walmart 10-2741,479-621-6470,3510 SE 14th St,"3510 SE 14th St, Bentonville, Benton, AR",36.35429605,-94.17106454202464
El Dorado,Union,Walmart 10-0530,870-862-4866,2730 N West Ave,"2730 N West Ave, El Dorado, Union, AR",33.2419738,-92.66868297025133
Ozark,Franklin,Walmart 10-0209,479-667-4448,1516 N 18th St,"1516 N 18th St, Ozark, Franklin, AR",35.5037192,-93.84386085
Camden,Ouachita,Walmart 10-0171,870-836-0500,950 California Ave SW,"950 California Ave SW, Camden, Ouachita, AR",33.56720375,-92.83689260127466
Lonoke,Lonoke,Walmart 10-0169,501-676-3184,322 Brownsville Loop,"322 Brownsville Loop, Lonoke, Lonoke, AR",34.80520785,-91.89411199647212
Crossett,Ashley,Walmart 10-0167,870-364-7205,910 Unity Rd,"910 Unity Rd, Crossett, Ashley, AR",33.13622955,-91.942026289618
Ash Flat,Sharp,Walmart 10-0160,870-994-2152,219 Highway 62 412,"219 Highway 62 412, Ash Flat, Sharp, AR",36.2414,-91.596124
Bryant,Saline,Walmart 10-3230,501-847-4615,400 Bryant Ave,"400 Bryant Ave, Bryant, Saline, AR",34.62413755,-92.49449149724896
Searcy,White,Walmart 10-0157,501-268-4946,3509 E Race Ave,"3509 E Race Ave, Searcy, White, AR",35.24718125,-91.6872606654184
Fayetteville,Washington,Walmart 10-0144,479-521-4350,2875 W Martin Luther King Blvd,"2875 W Martin Luther King Blvd, Fayetteville, Washington, AR",36.05006245,-94.20110396399502
Rogers,Benton,Walmart 10-3654,479-202-7197,808 W Walnut St,"808 W Walnut St, Rogers, Benton, AR",36.33339034693878,-94.12592706122447
Fort Smith,Sebastian,Walmart 10-0141,479-452-3695,8301 Rogers Ave,"8301 Rogers Ave, Fort Smith, Sebastian, AR",35.35008195,-94.33870931471424
Ashdown,Little River,Walmart 10-0133,870-898-2142,297 Highway 32 Byp,"297 Highway 32 Byp, Ashdown, Little River, AR",33.66668,-94.301755
Jonesboro,Craighead,Walmart 10-0128,870-972-1060,1911 W Parker Rd,"1911 W Parker Rd, Jonesboro, Craighead, AR",35.816131799999994,-90.73440486341002
Malvern,Hot Spring,Walmart 10-0127,501-337-1170,1910 Martin Luther King Blvd,"1910 Martin Luther King Blvd, Malvern, Hot Spring, AR",34.37070359394149,-92.82040289997572
Springdale,Washington,Walmart 10-4375,479-927-1867,4900 Jennifer Ter,"4900 Jennifer Ter, Springdale, Washington, AR",36.1526248,-94.18536766974536
Little Rock,Pulaski,Walmart 10-0126,501-221-0096,2700 S Shackleford Rd,"2700 S Shackleford Rd, Little Rock, Pulaski, AR",34.7282252,-92.39771586061644
Fort Smith,Sebastian,Walmart 10-0125,479-646-4983,2425 Zero St.,"2425 Zero St., Fort Smith, Sebastian, AR",35.32793359798995,-94.4113018844221
Little Rock,Pulaski,Walmart 10-0124,501-565-1164,8801 Baseline Road,"8801 Baseline Road, Little Rock, Pulaski, AR",34.66710025,-92.37707983007542
Batesville,Independence,Walmart 10-0119,870-793-4464,3150 Harrison St,"3150 Harrison St, Batesville, Independence, AR",35.76262815,-91.61411488931157
Stuttgart,Arkansas,Walmart 10-0102,870-673-1834,406 E 22nd St,"406 E 22nd St, Stuttgart, Arkansas, AR",34.4770477,-91.54907727382268
Bentonville,Benton,Walmart 10-0100,479-273-5080,406 S Walton Blvd,"406 S Walton Blvd, Bentonville, Benton, AR",36.36822925,-94.22494161823138
Forrest City,St. Francis,Walmart 10-0091,870-633-0465,205 Deadrick Rd,"205 Deadrick Rd, Forrest City, St. Francis, AR",35.028039,-90.793582
Benton,Saline,Walmart 10-0085,501-778-5041,17309 Interstate 30 S,"17309 Interstate 30 S, Benton, Saline, AR",34.577533,-92.580065
Hot Springs,Garland,Sams Club 10-4825,501-625-7212,1368 Higdon Ferry Rd,"1368 Higdon Ferry Rd, Hot Springs, Garland, AR",34.470100200000005,-93.06959307906033
Magnolia,Columbia,Walmart 10-0083,870-234-5421,60 Highway 79 N,"60 Highway 79 N, Magnolia, Columbia, AR",33.301819,-93.208741
Berryville,Carroll,Walmart 10-0076,870-423-6611,1000 W Trimble Ave,"1000 W Trimble Ave, Berryville, Carroll, AR",36.3762789,-93.58718842058542
Hot Springs Village,Garland,Walmart 10-5433,501-318-0902,3604 N Highway 7,"3604 N Highway 7, Hot Springs Village, Garland, AR",34.632394,-93.055836
Osceola,Mississippi,Walmart 10-0074,870-563-6633,2720 W Keiser Ae,"2720 W Keiser Ae, Osceola, Mississippi, AR",35.699992,-90.012679
Pocahontas,Randolph,Walmart 10-0071,870-892-4441,1415 Highway 67 S,"1415 Highway 67 S, Pocahontas, Randolph, AR",36.248722,-90.963337
Paragould,Greene,Walmart 10-5780,870-586-7945,2600 Linwood Dr,"2600 Linwood Dr, Paragould, Greene, AR",36.03036465,-90.52318048523546
West Memphis,Crittenden,Walmart 10-0070,870-735-2324,798 W Service Rd,"798 W Service Rd, West Memphis, Crittenden, AR",35.1654258,-90.20015444571388
Wynne,Cross,Walmart 10-0068,870-238-7146,800 Highway 64 E,"800 Highway 64 E, Wynne, Cross, AR",35.253427,-90.777454
Mena,Polk,Walmart 10-0067,479-394-3897,600 Highway 71 N,"600 Highway 71 N, Mena, Polk, AR",33.607213,-92.06463
Clarksville,Johnson,Walmart 10-0066,479-754-6169,230 Market St,"230 Market St, Clarksville, Johnson, AR",35.44866,-93.46054575078364
Blytheville,Mississippi,Walmart 10-0062,870-763-1013,3700 E Highway 18,"3700 E Highway 18, Blytheville, Mississippi, AR",35.912235,-89.782766
Russelville,Pope,Walmart 10-0058,479-968-2970,2409 E Main St,"2409 E Main St, Russelville, Pope, AR",35.280505,-93.105157
Walnut Ridge,Lawrence,Walmart 10-0057,870-886-2806,1600 W Main St,"1600 W Main St, Walnut Ridge, Lawrence, AR",36.07663,-90.97439
Booneville,Logan,Walmart 10-0055,479-675-5341,1400 E Main Street,"1400 E Main Street, Booneville, Logan, AR",35.13964145,-93.90270563926036
Bentonville,Benton,Walmart 10-6953,479-795-4105,1800 E Centerton Blvd,"1800 E Centerton Blvd, Bentonville, Benton, AR",36.35887345,-94.25305902247118
Springdale,Washington,Walmart 10-0054,479-756-0860,2004 S Pleasant St,"2004 S Pleasant St, Springdale, Washington, AR",36.16614935,-94.14684603408674
Hot Springs,Garland,Walmart 10-0052,501-624-0142,1601 Albert Pike Rd,"1601 Albert Pike Rd, Hot Springs, Garland, AR",34.4908954,-93.08928447159816
Jonesboro,Craighead,Walmart 10-0045,870-972-1838,1815 E Highland Dr,"1815 E Highland Dr, Jonesboro, Craighead, AR",35.81908635,-90.68527215327452
Paragould,Greene,Walmart 10-0036,870-236-7785,2802 W Kingshighway,"2802 W Kingshighway, Paragould, Greene, AR",36.057305,-90.52294
Nashville,Howard,Walmart 10-0033,870-845-1573,1710 S 4th St,"1710 S 4th St, Nashville, Howard, AR",33.9253432,-93.85745265033246
Jacksonville,Pulaski,Walmart 10-0024,501-982-3357,2000 John Harden Dr,"2000 John Harden Dr, Jacksonville, Pulaski, AR",34.885086,-92.1125446809496
Farmington,Washington,Walmart 10-7242,479-267-0043,367 W Main St,"367 W Main St, Farmington, Washington, AR",36.03672865,-94.2562648938703
Fayetteville,Washington,Sams Club 10-8209,479-587-1853,3081 N Highway 112,"3081 N Highway 112, Fayetteville, Washington, AR",36.10814,-94.18329
Newport,Jackson,Walmart 10-0018,870-523-2383,1211 Highway 367 N,"1211 Highway 367 N, Newport, Jackson, AR",35.618058,-91.254954
Van Buren,Crawford,Walmart 10-0016,479-474-5051,2214 Fayetteville Rd,"2214 Fayetteville Rd, Van Buren, Crawford, AR",35.468202,-94.356199
Mountain Home,Baxter,Walmart 10-0011,872-492-7733,65 Wal Mart Dr,"65 Wal Mart Dr, Mountain Home, Baxter, AR",36.354957,-92.341026
Morrilton,Conway,Walmart 10-0008,501-354-4135,1621 N Business 9,"1621 N Business 9, Morrilton, Conway, AR",35.13683,-92.731146
Sherwood,Pulaski,Walmart 10-0007,501-833-0701,9053 Highway 107,"9053 Highway 107, Sherwood, Pulaski, AR",34.829423,-92.231266
Conway,Faulkner,Walmart 10-0005,501-329-1592,1155 Highway 65 N,"1155 Highway 65 N, Conway, Faulkner, AR",35.10866,-92.436905
Siloam Springs,Benton,Walmart 10-0004,479-524-3156,2901 Highway 412 E,"2901 Highway 412 E, Siloam Springs, Benton, AR",36.180313,-94.506069
Harrison,Boone,Walmart 10-0002,870-741-2327,161 N Walmart Dr,"161 N Walmart Dr, Harrison, Boone, AR",36.269042,-93.139074
Rogers,Benton,Walmart 10-0001,479-636-8238,2110 W Walnut St,"2110 W Walnut St, Rogers, Benton, AR",36.331236950000005,-94.1490912803288
Clarksville,Johnson,River Valley Primary Care Services,479-668-3282,708 West Main St,"708 West Main St, Clarksville, Johnson, AR",35.471319163265306,-93.46822004081632
Clarksville,Johnson,Clarksville Community Health Center- RVPCS,479-668-3282,708 West Main St,"708 West Main St, Clarksville, Johnson, AR",35.471319163265306,-93.46822004081632
Coal Hill,Johnson,River Valley Primary Care Services,479-279-7676,1273 Highway 64,"1273 Highway 64, Coal Hill, Johnson, AR",35.488179,-94.206405
Bonanza,Sebastian,River Valley Primary Care Services,479-279-7690,920 State Hwy 45,"920 State Hwy 45, Bonanza, Sebastian, AR",35.229997,-94.42006
Lavaca,Sebastian,RVPCS Lavaca Wellness Center,479-279-7700,603 South Division Street,"603 South Division Street, Lavaca, Sebastian, AR",35.332954720383334,-94.17334473511728
Ratcliff,Logan,RVPCS Ratcliff Clinic,479-431-2050,9755 W. State Highway 22,"9755 W. State Highway 22, Ratcliff, Logan, AR",35.305564,-93.87913
Waldron,Scott,RVPCS- Waldron Family Clinic,479-668-4700,2074 Rice Road,"2074 Rice Road, Waldron, Scott, AR",34.90418909144274,-94.11544527931731
Mountainburg,Crawford,RVPCS Mountainburg Family Clinic,479-369-2091,4 Highway 71 N.E.,"4 Highway 71 N.E., Mountainburg, Crawford, AR",35.63323,-94.1689
Fort Smith,Sebastian,RVPCS Eastside Family Clinic,479-434-4747,4003 Massard Road,"4003 Massard Road, Fort Smith, Sebastian, AR",35.34352716071429,-94.34063807142856
Lamar,Johnson,RVPCS Lamar Wellness Center,479-668-4881,635 Childers Street,"635 Childers Street, Lamar, Johnson, AR",35.435588943970224,-93.39780724185258
Mulberry,Crawford,RVPCS Mulberry Family Clinic,479-997-1484,421 North Main St.,"421 North Main St., Mulberry, Crawford, AR",35.49928221124441,-94.0520040440553
Fort Smith,Sebastian,RVPCS Northside Kelley Clinic,479-785-5700,4900 Kelley Highway,"4900 Kelley Highway, Fort Smith, Sebastian, AR",35.40360577181208,-94.37714468456376
Gould,Lincoln,Wellpath- Varner,870-575-1800,320 HWy 388 East,"320 HWy 388 East, Gould, Lincoln, AR",35.948252,-94.433978
TUcker,Jefferson,WEllpath- Maxiumum Security Unit,870-850-8899,2501 State Farm Rd,"2501 State Farm Rd, TUcker, Jefferson, AR",34.44424003854868,-91.93881657318282
Pine Bluff,Jefferson,Wellpath-Randal L Williams,870-267-6800,7206 W 7th,"7206 W 7th, Pine Bluff, Jefferson, AR",34.222641,-92.07668
West Memphis,Crittenden,Wellpath-East Central community Corrections,870-400-3101,200 W Tyler,"200 W Tyler, West Memphis, Crittenden, AR",35.14341855000001,-90.18900599132157
Newport,Jackson,Wellpath-Grimes,870-523-5877,300 Corrections Dr,"300 Corrections Dr, Newport, Jackson, AR",35.62559795,-91.18770859939632
Dermott,Chicot,Wellpath-Delta,870-538-2000,880 East Gaines,"880 East Gaines, Dermott, Chicot, AR",33.519301,-91.42727353061224
Gould,Lincoln,Wellpath-Cummins,870-850-8899,2540 Hwy 388,"2540 Hwy 388, Gould, Lincoln, AR",34.052825,-91.583831
Luxora,Mississippi,Wellpath-Mississippi County Work Release,870-658-2214,727 North Cty Rd 599,"727 North Cty Rd 599, Luxora, Mississippi, AR",35.77835,-89.964244
Newport,Jackson,Wellpath-McPherson,870-523-2639,302 Corrections Dr,"302 Corrections Dr, Newport, Jackson, AR",35.6254692,-91.19366741086569
Brickets,Lee,Wellpath- East Arkansas Regional Unit,870-294-4700,326 Lee Rd,"326 Lee Rd, Brickets, Lee, AR",34.844678,-90.473517
Wrightsville,Pulaski,Wellpath- Hawkins,501-897-5806,8400 Hwy 386,"8400 Hwy 386, Wrightsville, Pulaski, AR",34.607668,-92.192612
Pine Bluff,Jefferson,Wellpath-Ester,870-267-6240,7500 Correction Drive,"7500 Correction Drive, Pine Bluff, Jefferson, AR",34.973573,-92.434548
Benton,Saline,Wellpath- Benton Work Release,501-860-0942,6701 Hwy 67,"6701 Hwy 67, Benton, Saline, AR",34.527225,-92.650013
Little Rock,Pulaski,Wellpath-Central Arkansas Center,501-686-9800,4823 West 7th,"4823 West 7th, Little Rock, Pulaski, AR",34.747371,-92.327038
Wrightsville,Pulaski,Wellpath-Wrightsville,501-897-5806,8400 Hwy 386,"8400 Hwy 386, Wrightsville, Pulaski, AR",34.607668,-92.192612
Pine Blufff,Jefferson,Wellpath - Pine Bluff unit,870-267-6510,890 freeline dr,"890 freeline dr, Pine Blufff, Jefferson, AR",34.221099,-92.081042
Texarkana,Miller,Wellpath - Texarkana Regional,870-779-1222,305 East 5th St,"305 East 5th St, Texarkana, Miller, AR",33.4263756,-94.0412763
Pine Bluff,Jefferson,ADC Wellpath- Princeton Pike,870-267-6291,6814 Princeton Pike,"6814 Princeton Pike, Pine Bluff, Jefferson, AR",34.22756998905317,-92.079228582858
